head_node_label,head_node_attritute,r_type,r_attritube,tail_node_label,tail_node_attribute
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金满地蒙氏实验幼儿园',address:'永和镇人民路262号正东方向42米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'新园幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'李畋社区双语幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'五彩贝幼儿园',address:'鹿园路2', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'小天使亲子幼儿园',address:'白沙东路118恒大华府', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'大拇指幼稚园',address:'株陵小区东一栋2号正北方向51米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'湘鹏幼稚园',address:'湘鹏路4', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'阳光宝贝幼儿园',address:'楼前组正南方向162米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'龙凤幼儿园',address:'湖南省长沙市浏阳市', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'阳光幼儿园',address:'金田麻元组', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'永和镇中心幼儿园',address:'人民路54正北方向89米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'麦咭智慧幼儿园',address:'瑶浏路43号正西方向54米', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'金龟子双语幼稚园',address:'金刚镇桥北路百汇电子科技金龟子幼儿园隔壁', task_id:'school'"
district,name:'浏阳市',school,name:'幼儿园',幼儿园,"name:'文家市镇蓝天幼儿园',address:'创业大道96正东方向70米', task_id:'school'"
